"住所CD","都道府県CD","市区町村CD","町域CD","郵便番号","事業所フラグ","廃止フラグ","都道府県","都道府県カナ","市区町村","市区町村カナ","町域","町域カナ","町域補足","京都通り名","字丁目","字丁目カナ","補足","事業所名","事業所名カナ","事業所住所","新住所CD"
100000000,13,13101,131010000,"100-0000",0,0,"東京都","トウキョウト","千代田区","チヨダク",,"　","（該当なし）",,,,,,,,
102007200,13,13101,131010001,"102-0072",0,0,"東京都","トウキョウト","千代田区","チヨダク","飯田橋","イイダバシ",,,,,,,,,
102846100,13,13101,131010001,"102-8461",1,0,"東京都","トウキョウト","千代田区","チヨダク","飯田橋","イイダバシ",,,,,,"ＫＤＤＩ　株式会社","ケイデイ－デイ－アイ　カブシキガイシヤ","飯田橋３丁目１０－１０",
102846000,13,13101,131010001,"102-8460",1,0,"東京都","トウキョウト","千代田区","チヨダク","飯田橋","イイダバシ",,,,,,"ＫＤＤＩ　株式会社","ケイデイデイアイ　カブシキガイシヤ","飯田橋３丁目１０－１０",
102850800,13,13101,131010001,"102-8508",1,0,"東京都","トウキョウト","千代田区","チヨダク","飯田橋","イイダバシ",,,,,,"医療法人社団　こころとからだの元氣プラザ","イリヨウホウジンシヤダン　ココロトカラダノゲンキプラザ","飯田橋３丁目６番５号",
104866000,13,13101,131010001,"104-8660",1,0,"東京都","トウキョウト","千代田区","チヨダク","飯田橋","イイダバシ",,,,,,"東京アテナ　株式会社","トウキヨウアテナ　カブシキガイシヤ","飯田橋３丁目１１－２３",
102857300,13,13101,131010001,"102-8573",1,0,"東京都","トウキョウト","千代田区","チヨダク","飯田橋","イイダバシ",,,,,,"株式会社　大塚商会","カブシキガイシヤ　オオツカシヨウカイ","飯田橋２丁目１８－４",
102842400,13,13101,131010001,"102-8424",1,0,"東京都","トウキョウト","千代田区","チヨダク","飯田橋","イイダバシ",,,,,,"大日本商事　（株）","ダイニツポンシヨウジ　（カブ）","飯田橋２丁目１－１１",
102846200,13,13101,131010001,"102-8462",1,0,"東京都","トウキョウト","千代田区","チヨダク","飯田橋","イイダバシ",,,,,,"ＫＤＤＩ　株式会社","ケイデイデイアイ　カブシキガイシヤ","飯田橋３丁目１０－１０",
102811200,13,13101,131010001,"102-8112",1,0,"東京都","トウキョウト","千代田区","チヨダク","飯田橋","イイダバシ",,,,,,"大和ハウス工業　株式会社","ダイワハウスコウギヨウ　カブシキガイシヤ","飯田橋３丁目１３－１",
102810100,13,13101,131010001,"102-8101",1,0,"東京都","トウキョウト","千代田区","チヨダク","飯田橋","イイダバシ",,,,,,"株式会社　秋田書店","カブシキガイシヤ　アキタシヨテン","飯田橋２丁目１０－８",
102810200,13,13101,131010001,"102-8102",1,0,"東京都","トウキョウト","千代田区","チヨダク","飯田橋","イイダバシ",,,,,,"古久根建設　株式会社","コクネケンセツ　カブシキガイシヤ","飯田橋３丁目３－１",
102811100,13,13101,131010001,"102-8111",1,0,"東京都","トウキョウト","千代田区","チヨダク","飯田橋","イイダバシ",,,,,,"昭和アルミニウム　株式会社","シヨウワアルミニウム　カブシキガイシヤ","飯田橋３丁目６－５",
102811300,13,13101,131010001,"102-8113",1,0,"東京都","トウキョウト","千代田区","チヨダク","飯田橋","イイダバシ",,,,,,"東京都職業能力開発協会","トウキヨウトシヨクギヨウノウリヨクカイハツキヨウカイ","飯田橋３－１０－３東京しごとセンター７階",
102811500,13,13101,131010001,"102-8115",1,0,"東京都","トウキョウト","千代田区","チヨダク","飯田橋","イイダバシ",,,,,,"オンワード商事　株式会社","オンワ－ドシヨウジ　カブシキガイシヤ","飯田橋２丁目１０－１０",
102811700,13,13101,131010001,"102-8117",1,0,"東京都","トウキョウト","千代田区","チヨダク","飯田橋","イイダバシ",,,,,,"株式会社　日建設計","カブシキガイシヤ　ニツケンセツケイ","飯田橋２丁目１８－３",
102812000,13,13101,131010001,"102-8120",1,0,"東京都","トウキョウト","千代田区","チヨダク","飯田橋","イイダバシ",,,,,,"ゼネラルエレクトリックキャピタルカーシステム　株式会社","ゼネラルエレクトリツクキヤピタルカ－システム　カブシキガイシヤ","飯田橋１丁目１２－７",
102812200,13,13101,131010001,"102-8122",1,0,"東京都","トウキョウト","千代田区","チヨダク","飯田橋","イイダバシ",,,,,,"東亜販売　株式会社","トウアハンバイ　カブシキガイシヤ","飯田橋２丁目１６－９",
102812300,13,13101,131010001,"102-8123",1,0,"東京都","トウキョウト","千代田区","チヨダク","飯田橋","イイダバシ",,,,,,"日販アイ・ピー・エス　株式会社","ニツパンアイ．ピ－．エス　カブシキガイシヤ","飯田橋３丁目１１－６",
102812500,13,13101,131010001,"102-8125",1,0,"東京都","トウキョウト","千代田区","チヨダク","飯田橋","イイダバシ",,,,,,"セントラル総合開発　株式会社","セントラルソウゴウカイハツ　カブシキガイシヤ","飯田橋１丁目１２－５",
102812800,13,13101,131010001,"102-8128",1,0,"東京都","トウキョウト","千代田区","チヨダク","飯田橋","イイダバシ",,,,,,"アコム　株式会社","アコム　カブシキカイシヤ","飯田橋２丁目１０－１０",
102813000,13,13101,131010001,"102-8130",1,0,"東京都","トウキョウト","千代田区","チヨダク","飯田橋","イイダバシ",,,,,,"株式会社　ホテルエドモント","カブシキカイシヤ　ホテルエドモント","飯田橋３丁目１０－８",
102008200,13,13101,131010002,"102-0082",0,0,"東京都","トウキョウト","千代田区","チヨダク","一番町","イチバンチョウ",,,,,,,,,
102838200,13,13101,131010002,"102-8382",1,0,"東京都","トウキョウト","千代田区","チヨダク","一番町","イチバンチョウ",,,,,,"東京硝子　株式会社","トウキヨウガラス　カブシキガイシヤ","一番町６－６",
102842000,13,13101,131010002,"102-8420",1,0,"東京都","トウキョウト","千代田区","チヨダク","一番町","イチバンチョウ",,,,,,"オーロラ　株式会社","オ－ロラ　カブシキカイシヤ","一番町１０オーロラビル",
102841100,13,13101,131010002,"102-8411",1,0,"東京都","トウキョウト","千代田区","チヨダク","一番町","イチバンチョウ",,,,,,"社団法人　全国農業共済協会","シヤダンホウジン　ゼンコクノウギヨウキヨウサイキヨウカイ","一番町１９",
102841000,13,13101,131010002,"102-8410",1,0,"東京都","トウキョウト","千代田区","チヨダク","一番町","イチバンチョウ",,,,,,"三進興産　株式会社","サンシンコウサン　カブシキガイシヤ","一番町２２－１一番町セントラルビル",
102840700,13,13101,131010002,"102-8407",1,0,"東京都","トウキョウト","千代田区","チヨダク","一番町","イチバンチョウ",,,,,,"株式会社　ぶんか社　編集局","カブシキカイシヤ　ブンカシヤ　ヘンシユウキヨク","一番町２９－６",
102840600,13,13101,131010002,"102-8406",1,0,"東京都","トウキョウト","千代田区","チヨダク","一番町","イチバンチョウ",,,,,,"株式会社　ぶんか社　営業局","カブシキガイシヤ　ブンカシヤ　エイギヨウキヨク","一番町２９－６",
102840500,13,13101,131010002,"102-8405",1,0,"東京都","トウキョウト","千代田区","チヨダク","一番町","イチバンチョウ",,,,,,"株式会社　ぶんか社","カブシキカイシヤ　ブンカシヤ","一番町２９－６",
102841900,13,13101,131010002,"102-8419",1,0,"東京都","トウキョウト","千代田区","チヨダク","一番町","イチバンチョウ",,,,,,"地方公共団体情報システム機構","チホウコウキヨウダンタイジヨウホウシステムキコウ","一番町２５番地",
102838300,13,13101,131010002,"102-8383",1,0,"東京都","トウキョウト","千代田区","チヨダク","一番町","イチバンチョウ",,,,,,"コープケミカル　株式会社","コ－プケミカル　カブシキガイシヤ","一番町２３－３",
102840200,13,13101,131010002,"102-8402",1,0,"東京都","トウキョウト","千代田区","チヨダク","一番町","イチバンチョウ",,,,,,"フェデラルエクスプレスジャパン　株式会社","フエデラルエクスプレスジヤパン　カブシキガイシヤ","一番町１６共同ビル",
102851000,13,13101,131010002,"102-8510",1,0,"東京都","トウキョウト","千代田区","チヨダク","一番町","イチバンチョウ",,,,,,"ジブラルタ生命保険　株式会社","ジブラルタセイメイホケン　カブシキガイシヤ","一番町２１番地",
102867800,13,13101,131010002,"102-8678",1,0,"東京都","トウキョウト","千代田区","チヨダク","一番町","イチバンチョウ",,,,,,"株式会社　錢高組　東京本社・支社","カブシキガイシヤ　ゼニタカグミ　トウキヨウホンシヤ．シシヤ","一番町３１",
102868900,13,13101,131010002,"102-8689",1,0,"東京都","トウキョウト","千代田区","チヨダク","一番町","イチバンチョウ",,,,,,"株式会社　第一学習社","カブシキガイシヤ　ダイイチガクシユウシヤ","一番町１５－２１",
102838800,13,13101,131010002,"102-8388",1,0,"東京都","トウキョウト","千代田区","チヨダク","一番町","イチバンチョウ",,,,,,"株式会社　宝島社","カブシキガイシヤ　タカラジマシヤ","一番町２５",
102837300,13,13101,131010002,"102-8373",1,0,"東京都","トウキョウト","千代田区","チヨダク","一番町","イチバンチョウ",,,,,,"冨士機材　（株）","フジキザイ　（カブ）","一番町１２",
102838100,13,13101,131010002,"102-8381",1,0,"東京都","トウキョウト","千代田区","チヨダク","一番町","イチバンチョウ",,,,,,"英国大使館","イギリスタイシカン","一番町１",
102815500,13,13101,131010002,"102-8155",1,0,"東京都","トウキョウト","千代田区","チヨダク","一番町","イチバンチョウ",,,,,,"株式会社　保健同人社","カブシキガイシヤ　ホケンドウジンシヤ","一番町４番地４",
102833100,13,13101,131010002,"102-8331",1,0,"東京都","トウキョウト","千代田区","チヨダク","一番町","イチバンチョウ",,,,,,"株式会社　ＰＨＰ研究所","カブシキガイシヤ　ピ－エイチピ－ケンキユウシヨ","一番町２１",
102811000,13,13101,131010002,"102-8110",1,0,"東京都","トウキョウト","千代田区","チヨダク","一番町","イチバンチョウ",,,,,,"株式会社　潮出版社","カブシキガイシヤ　ウシオシユツパンシヤ","一番町６一番町ＳＱＵＡＲＥ",
102801500,13,13101,131010002,"102-8015",1,0,"東京都","トウキョウト","千代田区","チヨダク","一番町","イチバンチョウ",,,,,,"プルデンシャル　ジブラルタ　ファイナンシャル生命保険　株式会社","プルデンシヤル　ジブラルタ　フアイナンシヤルセイメイホケン　カブシキガイシヤ","一番町２１",
101003200,13,13101,131010003,"101-0032",0,0,"東京都","トウキョウト","千代田区","チヨダク","岩本町","イワモトチョウ",,,,,,,,,
101857500,13,13101,131010003,"101-8575",1,0,"東京都","トウキョウト","千代田区","チヨダク","岩本町","イワモトチョウ",,,,,,"田島ルーフィング　株式会社","タジマル－フイング　カブシキガイシヤ","岩本町３－１１－１３",
101858600,13,13101,131010003,"101-8586",1,0,"東京都","トウキョウト","千代田区","チヨダク","岩本町","イワモトチョウ",,,,,,"貝印　株式会社","カイジルシ　カブシキガイシヤ","岩本町３丁目９－５",
101858500,13,13101,131010003,"101-8585",1,0,"東京都","トウキョウト","千代田区","チヨダク","岩本町","イワモトチョウ",,,,,,"山崎製パン　株式会社","ヤマザキセイパン　カブシキガイシヤ","岩本町３丁目１０－１",
101857800,13,13101,131010003,"101-8578",1,0,"東京都","トウキョウト","千代田区","チヨダク","岩本町","イワモトチョウ",,,,,,"持田商工　（株）","モチダシヨウコウ","岩本町２丁目１０－１２",
101857600,13,13101,131010003,"101-8576",1,0,"東京都","トウキョウト","千代田区","チヨダク","岩本町","イワモトチョウ",,,,,,"株式会社　日本法令","カブシキガイシヤ　ニホンホウレイ","岩本町２丁目１－７",
101004700,13,13101,131010004,"101-0047",0,0,"東京都","トウキョウト","千代田区","チヨダク","内神田","ウチカンダ",,,,,,,,,
101852000,13,13101,131010004,"101-8520",1,0,"東京都","トウキョウト","千代田区","チヨダク","内神田","ウチカンダ",,,,,,"東京都千代田都税事務所","トウキヨウトチヨダトゼイジムシヨ","内神田２丁目１－１２",
101850400,13,13101,131010004,"101-8504",1,0,"東京都","トウキョウト","千代田区","チヨダク","内神田","ウチカンダ",,,,,,"オザックス　株式会社","オザツクス　カブシキガイシヤ","内神田１丁目５－１２",
101851900,13,13101,131010004,"101-8519",1,0,"東京都","トウキョウト","千代田区","チヨダク","内神田","ウチカンダ",,,,,,"株式会社　ラーニングネット","カブシキガイシヤ　ラ－ニングネツト","内神田２丁目５－６",
101851800,13,13101,131010004,"101-8518",1,0,"東京都","トウキョウト","千代田区","チヨダク","内神田","ウチカンダ",,,,,,"ＪＡ全農たまご　株式会社","ジエイエイゼンノウタマゴ　カブシキガイシヤ","内神田１－１－１２コープビル９Ｆ",
101850700,13,13101,131010004,"101-8507",1,0,"東京都","トウキョウト","千代田区","チヨダク","内神田","ウチカンダ",,,,,,"農林中央金庫","ノウリンチユウオウキンコ","内神田１丁目１－１２コープビル",
101850600,13,13101,131010004,"101-8506",1,0,"東京都","トウキョウト","千代田区","チヨダク","内神田","ウチカンダ",,,,,,"農林漁業信用基金","ノウリンギヨギヨウシンヨウキキン","内神田１丁目１－１２コープビル",
101850300,13,13101,131010004,"101-8503",1,0,"東京都","トウキョウト","千代田区","チヨダク","内神田","ウチカンダ",,,,,,"全国漁業　協同組合連合会","ゼンコクギヨギヨウ　キヨウドウクミアイレンゴウカイ","内神田１丁目１－１２",
101850900,13,13101,131010004,"101-8509",1,0,"東京都","トウキョウト","千代田区","チヨダク","内神田","ウチカンダ",,,,,,"（社）　全国地方銀行協会","ゼンコクチホウギンコウキヨウカイ","内神田３丁目１－２",
101850100,13,13101,131010004,"101-8501",1,0,"東京都","トウキョウト","千代田区","チヨダク","内神田","ウチカンダ",,,,,,"全国農業協同組合連合会全農東京支所","ゼンコクノウギヨウキヨウドウクミアイレンゴウカイゼンノウトウキヨウシシヨ","内神田１丁目１－１２",
101852100,13,13101,131010004,"101-8521",1,0,"東京都","トウキョウト","千代田区","チヨダク","内神田","ウチカンダ",,,,,,"昭和産業　株式会社","シヨウワサンギヨウ　カブシキガイシヤ","内神田２丁目２－１鎌倉河岸ビル",
101852200,13,13101,131010004,"101-8522",1,0,"東京都","トウキョウト","千代田区","チヨダク","内神田","ウチカンダ",,,,,,"株式会社　社会保険研究所","カブシキガイシヤ　シヤカイホケンケンキユウジヨ","内神田２丁目４－６ＷＴＣ内神田ビル",
101852300,13,13101,131010004,"101-8523",1,0,"東京都","トウキョウト","千代田区","チヨダク","内神田","ウチカンダ",,,,,,"東京都水道局　千代田営業所","トウキヨウトスイドウキヨク　チヨダエイギヨウシヨ","内神田２丁目１－１２",
101852500,13,13101,131010004,"101-8525",1,0,"東京都","トウキョウト","千代田区","チヨダク","内神田","ウチカンダ",,,,,,"専門学校　神田外語学院（学校法人　佐野学園）","センモンガツコウ　カンダガイゴガクイン（ガツコウホウジン　サノガクエン）","内神田２丁目１３－１３",
101833800,13,13101,131010004,"101-8338",1,0,"東京都","トウキョウト","千代田区","チヨダク","内神田","ウチカンダ",,,,,,"三菱マテリアル　株式会社","ミツビシマテリアル　カブシキガイシヤ","内神田２丁目１６－１１内神田渋谷ビル９階",
101871200,13,13101,131010004,"101-8712",1,0,"東京都","トウキョウト","千代田区","チヨダク","内神田","ウチカンダ",,,,,,"神田物産　（株）","カンダブツサン","内神田２丁目１６－１３",
101851000,13,13101,131010004,"101-8510",1,0,"東京都","トウキョウト","千代田区","チヨダク","内神田","ウチカンダ",,,,,,"協同クレジットサービス　株式会社","キヨウドウクレジツトサ－ビス　カブシキガイシヤ","内神田１丁目１－１２",
101851100,13,13101,131010004,"101-8511",1,0,"東京都","トウキョウト","千代田区","チヨダク","内神田","ウチカンダ",,,,,,"農林漁業団体職員共済組合","ノウリンギヨギヨウダンタイシヨクインキヨウサイクミアイ","内神田１丁目１－１２コープビル１０Ｆ",
101851500,13,13101,131010004,"101-8515",1,0,"東京都","トウキョウト","千代田区","チヨダク","内神田","ウチカンダ",,,,,,"東京ロイヤルプラザ　管理組合","トウキヨウロイヤルプラザ　カンリクミアイ","内神田１丁目１８－１１",
101865400,13,13101,131010004,"101-8654",1,0,"東京都","トウキョウト","千代田区","チヨダク","内神田","ウチカンダ",,,,,,"石福金属興業　株式会社","イシフクキンゾクコウギヨウ　カブシキガイシヤ","内神田３丁目２０－７",
101851700,13,13101,131010004,"101-8517",1,0,"東京都","トウキョウト","千代田区","チヨダク","内神田","ウチカンダ",,,,,,"株式会社　ＬＳＩメディエンス","カブシキガイシヤ　エルエスアイメデイエンス","内神田１丁目１３番４号",
101852800,13,13101,131010004,"101-8528",1,0,"東京都","トウキョウト","千代田区","チヨダク","内神田","ウチカンダ",,,,,,"ピップ　株式会社","ピツプ　カブシキガイシヤ","内神田３－３－７",
101852600,13,13101,131010004,"101-8526",1,0,"東京都","トウキョウト","千代田区","チヨダク","内神田","ウチカンダ",,,,,,"（株）　アクティブ","カブ　アクテイブ","内神田２丁目１６－１１内神田渋谷ビル４Ｆ",
101867600,13,13101,131010004,"101-8676",1,0,"東京都","トウキョウト","千代田区","チヨダク","内神田","ウチカンダ",,,,,,"（株）　武蔵野銀行　東京支店","ムサシノギンコウ　トウキヨウシテン","内神田２丁目１５－９",
101850800,13,13101,131010004,"101-8508",1,0,"東京都","トウキョウト","千代田区","チヨダク","内神田","ウチカンダ",,,,,,"全国森林組合連合会","ゼンコクシンリンクミアイレンゴウカ","内神田１丁目１－１２",
100001100,13,13101,131010005,"100-0011",0,0,"東京都","トウキョウト","千代田区","チヨダク","内幸町","ウチサイワイチョウ",,,,,,,,,
100850500,13,13101,131010005,"100-8505",1,0,"東京都","トウキョウト","千代田区","チヨダク","内幸町","ウチサイワイチョウ",,,,,,"中日新聞社　東京本社","チユウニチシンブンシヤ　トウキヨウホンシヤ","内幸町２丁目１－４",
100850100,13,13101,131010005,"100-8501",1,0,"東京都","トウキョウト","千代田区","チヨダク","内幸町","ウチサイワイチョウ",,,,,,"株式会社　新生銀行","カブシキガイシヤ　シンセイギンコウ","内幸町２丁目１－８",
100857500,13,13101,131010005,"100-8575",1,0,"東京都","トウキョウト","千代田区","チヨダク","内幸町","ウチサイワイチョウ",,,,,,"プラチナ・ギルド・インターナショナル　株式会社","プラチナ・ギルド・インタ－ナシヨナル　カブシキガイシヤ","内幸町１丁目１－１",
100850300,13,13101,131010005,"100-8503",1,0,"東京都","トウキョウト","千代田区","チヨダク","内幸町","ウチサイワイチョウ",,,,,,"東芝機械　株式会社","トウシバキカイ　カブシキガイシヤ","内幸町２丁目２－２",
100856000,13,13101,131010005,"100-8560",1,0,"東京都","トウキョウト","千代田区","チヨダク","内幸町","ウチサイワイチョウ",,,,,,"東京電力ホールディングス　株式会社","トウキヨウデンリヨクホ－ルデイングス　カブシキガイシヤ","内幸町１－１－３",
100850600,13,13101,131010005,"100-8506",1,0,"東京都","トウキョウト","千代田区","チヨダク","内幸町","ウチサイワイチョウ",,,,,,"飯野海運　株式会社","イイノカイウン　カブシキガイシヤ","内幸町２丁目１－１",
100850700,13,13101,131010005,"100-8507",1,0,"東京都","トウキョウト","千代田区","チヨダク","内幸町","ウチサイワイチョウ",,,,,,"日比谷中日ビルディング","ヒビヤチユウニチビルデイング","内幸町２丁目１－４",
100851100,13,13101,131010005,"100-8511",1,0,"東京都","トウキョウト","千代田区","チヨダク","内幸町","ウチサイワイチョウ",,,,,,"石油公団","セキユコウダン","内幸町２丁目２－２",
100852000,13,13101,131010005,"100-8520",1,0,"東京都","トウキョウト","千代田区","チヨダク","内幸町","ウチサイワイチョウ",,,,,,"富国生命保険　相互会社","フコクセイメイホケン　ソウゴガイシヤ","内幸町２丁目２－２",
100852200,13,13101,131010005,"100-8522",1,0,"東京都","トウキョウト","千代田区","チヨダク","内幸町","ウチサイワイチョウ",,,,,,"東洋製罐　株式会社","トウヨウセイカン　カブシキガイシヤ","内幸町１丁目３－１",
100854000,13,13101,131010005,"100-8540",1,0,"東京都","トウキョウト","千代田区","チヨダク","内幸町","ウチサイワイチョウ",,,,,,"川崎汽船　株式会社","カワサキキセン　カブシキガイシヤ","内幸町２－１－１",
100854300,13,13101,131010005,"100-8543",1,0,"東京都","トウキョウト","千代田区","チヨダク","内幸町","ウチサイワイチョウ",,,,,,"社団法人　日本新聞協会","シヤダンホウジン　ニホンシンブンキヨウカイ","内幸町２丁目２－１",
100858800,13,13101,131010005,"100-8588",1,0,"東京都","トウキョウト","千代田区","チヨダク","内幸町","ウチサイワイチョウ",,,,,,"株式会社　コスモスイニシア","カブシキガイシヤ　コスモスイニシア","内幸町１丁目３－２",
100855000,13,13101,131010005,"100-8550",1,0,"東京都","トウキョウト","千代田区","チヨダク","内幸町","ウチサイワイチョウ",,,,,,"旭化成工業　株式会社","アサヒカセイコウギヨウ　カブシキガイシヤ","内幸町１丁目１－１",
100857700,13,13101,131010005,"100-8577",1,0,"東京都","トウキョウト","千代田区","チヨダク","内幸町","ウチサイワイチョウ",,,,,,"国立研究開発法人　日本原子力研究開発機構　東京事務所","コクリツケンキユウカイハツホウジン　ニホンゲンシリヨクケンキユウカイハツキコウ　トウキヨウジムシヨ","内幸町２丁目２番２号富国生命ビル１９階",
100855500,13,13101,131010005,"100-8555",1,0,"東京都","トウキョウト","千代田区","チヨダク","内幸町","ウチサイワイチョウ",,,,,,"ティ・アンド・ディ・フィナンシャル生命保険　株式会社","テイ・アンド・デイ・フイナンシヤルセイメイホケン　カブシキガイシヤ","内幸町１丁目５－２",
100855800,13,13101,131010005,"100-8558",1,0,"東京都","トウキョウト","千代田区","チヨダク","内幸町","ウチサイワイチョウ",,,,,,"株式会社　帝国ホテル","カブシキガイシヤ　テイコクホテル","内幸町１丁目１－１",
100850200,13,13101,131010005,"100-8502",1,0,"東京都","トウキョウト","千代田区","チヨダク","内幸町","ウチサイワイチョウ",,,,,,"株式会社　中日新聞社　日比谷分室","カブシキガイシヤ　チユウニチシンブンシヤ　ヒビヤブンシツ","内幸町２丁目１－４日比谷中日ビル３階",
100000400,13,13101,131010006,"100-0004",0,0,"東京都","トウキョウト","千代田区","チヨダク","大手町","オオテマチ",,,,,,,,,
100689000,13,13101,131010006,"100-6890",0,0,"東京都","トウキョウト","千代田区","チヨダク","大手町","オオテマチ",,,"ＪＡビル ","ジェイエイビル　",,,,,
100680100,13,13101,131010006,"100-6801",0,0,"東京都","トウキョウト","千代田区","チヨダク","大手町","オオテマチ",,,"ＪＡビル １階","ジェイエイビル　０１カイ",,,,,
100680200,13,13101,131010006,"100-6802",0,0,"東京都","トウキョウト","千代田区","チヨダク","大手町","オオテマチ",,,"ＪＡビル ２階","ジェイエイビル　０２カイ",,,,,
100680300,13,13101,131010006,"100-6803",0,0,"東京都","トウキョウト","千代田区","チヨダク","大手町","オオテマチ",,,"ＪＡビル ３階","ジェイエイビル　０３カイ",,,,,
100680400,13,13101,131010006,"100-6804",0,0,"東京都","トウキョウト","千代田区","チヨダク","大手町","オオテマチ",,,"ＪＡビル ４階","ジェイエイビル　０４カイ",,,,,
100680500,13,13101,131010006,"100-6805",0,0,"東京都","トウキョウト","千代田区","チヨダク","大手町","オオテマチ",,,"ＪＡビル ５階","ジェイエイビル　０５カイ",,,,,
100680600,13,13101,131010006,"100-6806",0,0,"東京都","トウキョウト","千代田区","チヨダク","大手町","オオテマチ",,,"ＪＡビル ６階","ジェイエイビル　０６カイ",,,,,
100680700,13,13101,131010006,"100-6807",0,0,"東京都","トウキョウト","千代田区","チヨダク","大手町","オオテマチ",,,"ＪＡビル ７階","ジェイエイビル　０７カイ",,,,,
100680800,13,13101,131010006,"100-6808",0,0,"東京都","トウキョウト","千代田区","チヨダク","大手町","オオテマチ",,,"ＪＡビル ８階","ジェイエイビル　０８カイ",,,,,
100680900,13,13101,131010006,"100-6809",0,0,"東京都","トウキョウト","千代田区","チヨダク","大手町","オオテマチ",,,"ＪＡビル ９階","ジェイエイビル　０９カイ",,,,,
100681000,13,13101,131010006,"100-6810",0,0,"東京都","トウキョウト","千代田区","チヨダク","大手町","オオテマチ",,,"ＪＡビル １０階","ジェイエイビル　１０カイ",,,,,
100681100,13,13101,131010006,"100-6811",0,0,"東京都","トウキョウト","千代田区","チヨダク","大手町","オオテマチ",,,"ＪＡビル １１階","ジェイエイビル　１１カイ",,,,,
100681200,13,13101,131010006,"100-6812",0,0,"東京都","トウキョウト","千代田区","チヨダク","大手町","オオテマチ",,,"ＪＡビル １２階","ジェイエイビル　１２カイ",,,,,
100681300,13,13101,131010006,"100-6813",0,0,"東京都","トウキョウト","千代田区","チヨダク","大手町","オオテマチ",,,"ＪＡビル １３階","ジェイエイビル　１３カイ",,,,,
100681400,13,13101,131010006,"100-6814",0,0,"東京都","トウキョウト","千代田区","チヨダク","大手町","オオテマチ",,,"ＪＡビル １４階","ジェイエイビル　１４カイ",,,,,
100681500,13,13101,131010006,"100-6815",0,0,"東京都","トウキョウト","千代田区","チヨダク","大手町","オオテマチ",,,"ＪＡビル １５階","ジェイエイビル　１５カイ",,,,,
100681600,13,13101,131010006,"100-6816",0,0,"東京都","トウキョウト","千代田区","チヨダク","大手町","オオテマチ",,,"ＪＡビル １６階","ジェイエイビル　１６カイ",,,,,
100681700,13,13101,131010006,"100-6817",0,0,"東京都","トウキョウト","千代田区","チヨダク","大手町","オオテマチ",,,"ＪＡビル １７階","ジェイエイビル　１７カイ",,,,,
100681800,13,13101,131010006,"100-6818",0,0,"東京都","トウキョウト","千代田区","チヨダク","大手町","オオテマチ",,,"ＪＡビル １８階","ジェイエイビル　１８カイ",,,,,
100681900,13,13101,131010006,"100-6819",0,0,"東京都","トウキョウト","千代田区","チヨダク","大手町","オオテマチ",,,"ＪＡビル １９階","ジェイエイビル　１９カイ",,,,,
100682000,13,13101,131010006,"100-6820",0,0,"東京都","トウキョウト","千代田区","チヨダク","大手町","オオテマチ",,,"ＪＡビル ２０階","ジェイエイビル　２０カイ",,,,,
100682100,13,13101,131010006,"100-6821",0,0,"東京都","トウキョウト","千代田区","チヨダク","大手町","オオテマチ",,,"ＪＡビル ２１階","ジェイエイビル　２１カイ",,,,,
100682200,13,13101,131010006,"100-6822",0,0,"東京都","トウキョウト","千代田区","チヨダク","大手町","オオテマチ",,,"ＪＡビル ２２階","ジェイエイビル　２２カイ",,,,,
100682300,13,13101,131010006,"100-6823",0,0,"東京都","トウキョウト","千代田区","チヨダク","大手町","オオテマチ",,,"ＪＡビル ２３階","ジェイエイビル　２３カイ",,,,,
100682400,13,13101,131010006,"100-6824",0,0,"東京都","トウキョウト","千代田区","チヨダク","大手町","オオテマチ",,,"ＪＡビル ２４階","ジェイエイビル　２４カイ",,,,,
100682500,13,13101,131010006,"100-6825",0,0,"東京都","トウキョウト","千代田区","チヨダク","大手町","オオテマチ",,,"ＪＡビル ２５階","ジェイエイビル　２５カイ",,,,,
100682600,13,13101,131010006,"100-6826",0,0,"東京都","トウキョウト","千代田区","チヨダク","大手町","オオテマチ",,,"ＪＡビル ２６階","ジェイエイビル　２６カイ",,,,,
100682700,13,13101,131010006,"100-6827",0,0,"東京都","トウキョウト","千代田区","チヨダク","大手町","オオテマチ",,,"ＪＡビル ２７階","ジェイエイビル　２７カイ",,,,,
100682800,13,13101,131010006,"100-6828",0,0,"東京都","トウキョウト","千代田区","チヨダク","大手町","オオテマチ",,,"ＪＡビル ２８階","ジェイエイビル　２８カイ",,,,,
100682900,13,13101,131010006,"100-6829",0,0,"東京都","トウキョウト","千代田区","チヨダク","大手町","オオテマチ",,,"ＪＡビル ２９階","ジェイエイビル　２９カイ",,,,,
100683000,13,13101,131010006,"100-6830",0,0,"東京都","トウキョウト","千代田区","チヨダク","大手町","オオテマチ",,,"ＪＡビル ３０階","ジェイエイビル　３０カイ",,,,,
100683100,13,13101,131010006,"100-6831",0,0,"東京都","トウキョウト","千代田区","チヨダク","大手町","オオテマチ",,,"ＪＡビル ３１階","ジェイエイビル　３１カイ",,,,,
100683200,13,13101,131010006,"100-6832",0,0,"東京都","トウキョウト","千代田区","チヨダク","大手町","オオテマチ",,,"ＪＡビル ３２階","ジェイエイビル　３２カイ",,,,,
100683300,13,13101,131010006,"100-6833",0,0,"東京都","トウキョウト","千代田区","チヨダク","大手町","オオテマチ",,,"ＪＡビル ３３階","ジェイエイビル　３３カイ",,,,,
