"住所CD","都道府県CD","市区町村CD","町域CD","郵便番号","事業所フラグ","廃止フラグ","都道府県","都道府県カナ","市区町村","市区町村カナ","町域","町域カナ","町域補足","京都通り名","字丁目","字丁目カナ","補足","事業所名","事業所名カナ","事業所住所","新住所CD"
173856100,13,13119,131190055,"173-8561",1,0,"東京都","トウキョウト","板橋区","イタバシク","弥生町","ヤヨイチョウ",,,,,,"株式会社　フロンティアワークス","カブシキガイシヤ　フロンテイアワ－クス","弥生町７８番３号",
173855800,13,13119,131190055,"173-8558",1,0,"東京都","トウキョウト","板橋区","イタバシク","弥生町","ヤヨイチョウ",,,,,,"株式会社　ムービック","カブシキガイシヤ　ム－ビツク","弥生町７７－３",
175008400,13,13119,131190056,"175-0084",0,0,"東京都","トウキョウト","板橋区","イタバシク","四葉","ヨツバ",,,,,,,,,
174006500,13,13119,131190057,"174-0065",0,0,"東京都","トウキョウト","板橋区","イタバシク","若木","ワカギ",,,,,,,,,
176000000,13,13120,131200000,"176-0000",0,0,"東京都","トウキョウト","練馬区","ネリマク",,"　","（該当なし）",,,,,,,,
176000500,13,13120,131200001,"176-0005",0,0,"東京都","トウキョウト","練馬区","ネリマク","旭丘","アサヒガオカ",,,,,,,,,
176853000,13,13120,131200001,"176-8530",1,0,"東京都","トウキョウト","練馬区","ネリマク","旭丘","アサヒガオカ",,,,,,"練馬総合病院","ネリマソウゴウビヨウイン","旭丘１丁目２４－１",
176852500,13,13120,131200001,"176-8525",1,0,"東京都","トウキョウト","練馬区","ネリマク","旭丘","アサヒガオカ",,,,,,"日本大学　芸術学部","ニホンダイガク　ゲイジユツガクブ","旭丘２丁目４２－１",
179007100,13,13120,131200002,"179-0071",0,0,"東京都","トウキョウト","練馬区","ネリマク","旭町","アサヒチョウ",,,,,,,,,
179891400,13,13120,131200002,"179-8914",1,0,"東京都","トウキョウト","練馬区","ネリマク","旭町","アサヒチョウ",,,,,,"前田建設　技術研究所","マエダケンセツ　ギジユツケンキユウシヨ","旭町１丁目３９－１６",
179891000,13,13120,131200002,"179-8910",1,0,"東京都","トウキョウト","練馬区","ネリマク","旭町","アサヒチョウ",,,,,,"科学技術振興機構　情報資料館","カガクギジユツシンコウキコウ　ジヨウホウシリヨウカン","旭町２丁目８－１８",
179890700,13,13120,131200002,"179-8907",1,0,"東京都","トウキョウト","練馬区","ネリマク","旭町","アサヒチョウ",,,,,,"光が丘高等学校","ヒカリガオカコウトウガツコウ","旭町２丁目１－３９",
179890600,13,13120,131200002,"179-8906",1,0,"東京都","トウキョウト","練馬区","ネリマク","旭町","アサヒチョウ",,,,,,"光が丘パークヴィラ","ヒカリガオカパ－クヴイラ","旭町２丁目９－１３",
179850300,13,13120,131200002,"179-8503",1,0,"東京都","トウキョウト","練馬区","ネリマク","旭町","アサヒチョウ",,,,,,"練馬東税務署","ネリマヒガシゼイムシヨ","旭町２－８－１８",
178006100,13,13120,131200003,"178-0061",0,0,"東京都","トウキョウト","練馬区","ネリマク","大泉学園町","オオイズミガクエンチョウ",,,,,,,,,
178868600,13,13120,131200003,"178-8686",1,0,"東京都","トウキョウト","練馬区","ネリマク","大泉学園町","オオイズミガクエンチョウ",,,,,,"株式会社　セコニック","カブシキガイシヤ　セコニツク","大泉学園町７丁目２４－１４",
178850100,13,13120,131200003,"178-8501",1,0,"東京都","トウキョウト","練馬区","ネリマク","大泉学園町","オオイズミガクエンチョウ",,,,,,"陸上自衛隊　朝霞駐屯地","リクジヨウジエイタイ　アサカチユウトンチ","大泉学園町",
178006200,13,13120,131200004,"178-0062",0,0,"東京都","トウキョウト","練馬区","ネリマク","大泉町","オオイズミマチ",,,,,,,,,
179007400,13,13120,131200005,"179-0074",0,0,"東京都","トウキョウト","練馬区","ネリマク","春日町","カスガチョウ",,,,,,,,,
179850100,13,13120,131200005,"179-8501",1,0,"東京都","トウキョウト","練馬区","ネリマク","春日町","カスガチョウ",,,,,,"東京法務局　練馬出張所","トウキヨウホウムキヨク　ネリマシユツチヨウジヨ","春日町５丁目３５－３３",
177004400,13,13120,131200006,"177-0044",0,0,"東京都","トウキョウト","練馬区","ネリマク","上石神井","カミシャクジイ",,,,,,,,,
177850200,13,13120,131200006,"177-8502",1,0,"東京都","トウキョウト","練馬区","ネリマク","上石神井","カミシャクジイ",,,,,,"独立行政法人　労働政策研究・研修機構","ドクリツギヨウセイホウジン　ロウドウセイサクケンキユウ・ケンシユウキコウ","上石神井４丁目８－２３",
177004300,13,13120,131200007,"177-0043",0,0,"東京都","トウキョウト","練馬区","ネリマク","上石神井南町","カミシャクジイミナミチョウ",,,,,,,,,
179008100,13,13120,131200008,"179-0081",0,0,"東京都","トウキョウト","練馬区","ネリマク","北町","キタマチ",,,,,,,,,
176002200,13,13120,131200009,"176-0022",0,0,"東京都","トウキョウト","練馬区","ネリマク","向山","コウヤマ",,,,,,,,,
176853100,13,13120,131200009,"176-8531",1,0,"東京都","トウキョウト","練馬区","ネリマク","向山","コウヤマ",,,,,,"株式会社　豊島園","カブシキガイシヤ　トシマエン","向山３丁目２５－１",
176000400,13,13120,131200010,"176-0004",0,0,"東京都","トウキョウト","練馬区","ネリマク","小竹町","コタケチョウ",,,,,,,,,
176851200,13,13120,131200010,"176-8512",1,0,"東京都","トウキョウト","練馬区","ネリマク","小竹町","コタケチョウ",,,,,,"品川電線　株式会社","シナガワデンセン　カブシキガイシヤ","小竹町１丁目８－１",
176000600,13,13120,131200011,"176-0006",0,0,"東京都","トウキョウト","練馬区","ネリマク","栄町","サカエチョウ",,,,,,,,,
176850300,13,13120,131200011,"176-8503",1,0,"東京都","トウキョウト","練馬区","ネリマク","栄町","サカエチョウ",,,,,,"練馬東税務署","ネリマヒガシゼイムシヨ","栄町２３－７",
176000200,13,13120,131200012,"176-0002",0,0,"東京都","トウキョウト","練馬区","ネリマク","桜台","サクラダイ",,,,,,,,,
176851000,13,13120,131200012,"176-8510",1,0,"東京都","トウキョウト","練馬区","ネリマク","桜台","サクラダイ",,,,,,"株式会社　兼松ＫＧＫ","カブシキガイシヤ　カネマツケ－ジ－ケ－","桜台１丁目１－６",
177004200,13,13120,131200013,"177-0042",0,0,"東京都","トウキョウト","練馬区","ネリマク","下石神井","シモシャクジイ",,,,,,,,,
177004500,13,13120,131200014,"177-0045",0,0,"東京都","トウキョウト","練馬区","ネリマク","石神井台","シャクジイダイ",,,,,,,,,
177004100,13,13120,131200015,"177-0041",0,0,"東京都","トウキョウト","練馬区","ネリマク","石神井町","シャクジイマチ",,,,,,,,,
177850900,13,13120,131200015,"177-8509",1,0,"東京都","トウキョウト","練馬区","ネリマク","石神井町","シャクジイマチ",,,,,,"練馬区石神井庁舎","ネリマクシヤクジイチヨウシヤ","石神井町３丁目３０－２６",
177005100,13,13120,131200016,"177-0051",0,0,"東京都","トウキョウト","練馬区","ネリマク","関町北","セキマチキタ",,,,,,,,,
177005200,13,13120,131200017,"177-0052",0,0,"東京都","トウキョウト","練馬区","ネリマク","関町東","セキマチヒガシ",,,,,,,,,
177005300,13,13120,131200018,"177-0053",0,0,"東京都","トウキョウト","練馬区","ネリマク","関町南","セキマチミナミ",,,,,,,,,
177003300,13,13120,131200019,"177-0033",0,0,"東京都","トウキョウト","練馬区","ネリマク","高野台","タカノダイ",,,,,,,,,
177850800,13,13120,131200019,"177-8508",1,0,"東京都","トウキョウト","練馬区","ネリマク","高野台","タカノダイ",,,,,,"社団法人　練馬区医師会","シヤダンホウジン　ネリマクイシカイ","高野台２丁目２３－２０",
177852100,13,13120,131200019,"177-8521",1,0,"東京都","トウキョウト","練馬区","ネリマク","高野台","タカノダイ",,,,,,"順天堂大学医学部附属　練馬病院","ジユンテンドウダイガクイガクブフゾク　ネリマビヨウイン","高野台３丁目１－１０",
179007500,13,13120,131200020,"179-0075",0,0,"東京都","トウキョウト","練馬区","ネリマク","高松","タカマツ",,,,,,,,,
179890300,13,13120,131200020,"179-8903",1,0,"東京都","トウキョウト","練馬区","ネリマク","高松","タカマツ",,,,,,"前田建設　（株）","マエダケンセツ","高松５丁目８－２０",
179890100,13,13120,131200020,"179-8901",1,0,"東京都","トウキョウト","練馬区","ネリマク","高松","タカマツ",,,,,,"松下ライフエレクトロニクス　（株）","マツシタライフエレクトロニクス","高松４丁目４－３",
179891100,13,13120,131200020,"179-8911",1,0,"東京都","トウキョウト","練馬区","ネリマク","高松","タカマツ",,,,,,"トモダ企画","トモダキカク","高松６丁目１２－２０",
179007300,13,13120,131200021,"179-0073",0,0,"東京都","トウキョウト","練馬区","ネリマク","田柄","タガラ",,,,,,,,,
179890400,13,13120,131200021,"179-8904",1,0,"東京都","トウキョウト","練馬区","ネリマク","田柄","タガラ",,,,,,"河端建設　（株）","カワバタケンセツ　（カブ）","田柄３丁目３０－１５",
177005400,13,13120,131200022,"177-0054",0,0,"東京都","トウキョウト","練馬区","ネリマク","立野町","タテノチョウ",,,,,,,,,
179007600,13,13120,131200023,"179-0076",0,0,"東京都","トウキョウト","練馬区","ネリマク","土支田","ドシダ",,,,,,,,,
176001100,13,13120,131200024,"176-0011",0,0,"東京都","トウキョウト","練馬区","ネリマク","豊玉上","トヨタマカミ",,,,,,,,,
176853300,13,13120,131200024,"176-8533",1,0,"東京都","トウキョウト","練馬区","ネリマク","豊玉上","トヨタマカミ",,,,,,"学校法人　根津育英会武蔵学園","ガツコウホウジン　ネヅイクエイカイムサシガクエン","豊玉上１丁目２６番１号",
176853500,13,13120,131200024,"176-8535",1,0,"東京都","トウキョウト","練馬区","ネリマク","豊玉上","トヨタマカミ",,,,,,"武蔵高等学校・中学校","ムサシコウトウガツコウ・チユウガツコウ","豊玉上１丁目２６－１",
176853400,13,13120,131200024,"176-8534",1,0,"東京都","トウキョウト","練馬区","ネリマク","豊玉上","トヨタマカミ",,,,,,"武蔵大学","ムサシダイガク","豊玉上１丁目２６－１",
176851800,13,13120,131200024,"176-8518",1,0,"東京都","トウキョウト","練馬区","ネリマク","豊玉上","トヨタマカミ",,,,,,"株式会社　永岡書店","カブシキガイシヤ　ナガオカシヨテン","豊玉上１丁目７－１４",
176001200,13,13120,131200025,"176-0012",0,0,"東京都","トウキョウト","練馬区","ネリマク","豊玉北","トヨタマキタ",,,,,,,,,
176850700,13,13120,131200025,"176-8507",1,0,"東京都","トウキョウト","練馬区","ネリマク","豊玉北","トヨタマキタ",,,,,,"アイカ販売　株式会社","アイカハンバイ　カブシキガイシヤ","豊玉北６丁目５－１５",
176858500,13,13120,131200025,"176-8585",1,0,"東京都","トウキョウト","練馬区","ネリマク","豊玉北","トヨタマキタ",,,,,,"三笠製薬　株式会社","ミカサセイヤク　カブシキガイシヤ","豊玉北２丁目３－１",
176856000,13,13120,131200025,"176-8560",1,0,"東京都","トウキョウト","練馬区","ネリマク","豊玉北","トヨタマキタ",,,,,,"（株）　協和","カブシキガイシヤ　キヨウワ","豊玉北２丁目２１－１１",
176853600,13,13120,131200025,"176-8536",1,0,"東京都","トウキョウト","練馬区","ネリマク","豊玉北","トヨタマキタ",,,,,,"内野建設　株式会社","ウチノケンセツ　カブシキガイシヤ","豊玉北５丁目２４－１５",
176850100,13,13120,131200025,"176-8501",1,0,"東京都","トウキョウト","練馬区","ネリマク","豊玉北","トヨタマキタ",,,,,,"練馬区役所","ネリマクヤクシヨ","豊玉北６丁目１２－１",
176851600,13,13120,131200025,"176-8516",1,0,"東京都","トウキョウト","練馬区","ネリマク","豊玉北","トヨタマキタ",,,,,,"三菱電線工業　株式会社","ミツビシデンセンコウギヨウ　カブシキカイシヤ","豊玉北５丁目２９－１サンライトビル",
176852200,13,13120,131200025,"176-8522",1,0,"東京都","トウキョウト","練馬区","ネリマク","豊玉北","トヨタマキタ",,,,,,"野口興産　株式会社","ノグチコウサン　カブシキガイシヤ","豊玉北２丁目１６－１",
176851100,13,13120,131200025,"176-8511",1,0,"東京都","トウキョウト","練馬区","ネリマク","豊玉北","トヨタマキタ",,,,,,"東京都練馬都税事務所","トウキヨウトネリマトゼイジムシヨ","豊玉北６丁目１３－１０",
176001300,13,13120,131200026,"176-0013",0,0,"東京都","トウキョウト","練馬区","ネリマク","豊玉中","トヨタマナカ",,,,,,,,,
176001400,13,13120,131200027,"176-0014",0,0,"東京都","トウキョウト","練馬区","ネリマク","豊玉南","トヨタマミナミ",,,,,,,,,
176850200,13,13120,131200027,"176-8502",1,0,"東京都","トウキョウト","練馬区","ネリマク","豊玉南","トヨタマミナミ",,,,,,"株式会社　シコクヤ","カブシキガイシヤ　シコクヤ","豊玉南３丁目１－１５",
176002400,13,13120,131200028,"176-0024",0,0,"東京都","トウキョウト","練馬区","ネリマク","中村","ナカムラ",,,,,,,,,
176002300,13,13120,131200029,"176-0023",0,0,"東京都","トウキョウト","練馬区","ネリマク","中村北","ナカムラキタ",,,,,,,,,
176854000,13,13120,131200029,"176-8540",1,0,"東京都","トウキョウト","練馬区","ネリマク","中村北","ナカムラキタ",,,,,,"都水道局　練馬東営業所","トスイドウキヨク　ネリマヒガシエイギヨウシヨ","中村北１丁目９－４",
176851500,13,13120,131200029,"176-8515",1,0,"東京都","トウキョウト","練馬区","ネリマク","中村北","ナカムラキタ",,,,,,"東京電力　株式会社　練馬営業センター","トウキヨウデンリヨク　カブシキガイシヤ　ネリマエイギヨウセンタ－","中村北１丁目１２－７",
176002500,13,13120,131200030,"176-0025",0,0,"東京都","トウキョウト","練馬区","ネリマク","中村南","ナカムラミナミ",,,,,,,,,
178006500,13,13120,131200031,"178-0065",0,0,"東京都","トウキョウト","練馬区","ネリマク","西大泉","ニシオオイズミ",,,,,,,,,
178006600,13,13120,131200032,"178-0066",0,0,"東京都","トウキョウト","練馬区","ネリマク","西大泉町","ニシオオイズミマチ",,,,,,,,,
179008200,13,13120,131200033,"179-0082",0,0,"東京都","トウキョウト","練馬区","ネリマク","錦","ニシキ",,,,,,,,,
176002100,13,13120,131200034,"176-0021",0,0,"東京都","トウキョウト","練馬区","ネリマク","貫井","ヌクイ",,,,,,,,,
176852800,13,13120,131200034,"176-8528",1,0,"東京都","トウキョウト","練馬区","ネリマク","貫井","ヌクイ",,,,,,"アジアカラー　株式会社","アジアカラ－　カブシキガイシヤ","貫井１丁目１３－１７",
176000100,13,13120,131200035,"176-0001",0,0,"東京都","トウキョウト","練馬区","ネリマク","練馬","ネリマ",,,,,,,,,
176000300,13,13120,131200036,"176-0003",0,0,"東京都","トウキョウト","練馬区","ネリマク","羽沢","ハザワ",,,,,,,,,
176850800,13,13120,131200036,"176-8508",1,0,"東京都","トウキョウト","練馬区","ネリマク","羽沢","ハザワ",,,,,,"太陽インキ製造　株式会社","タイヨウインキセイゾウ　カブシキガイシヤ","羽沢２丁目７－１",
176852100,13,13120,131200036,"176-8521",1,0,"東京都","トウキョウト","練馬区","ネリマク","羽沢","ハザワ",,,,,,"学校法人　武蔵野音楽学園","ガツコウホウジン　ムサシノオンガクガクエン","羽沢１丁目１３－１",
179008500,13,13120,131200037,"179-0085",0,0,"東京都","トウキョウト","練馬区","ネリマク","早宮","ハヤミヤ",,,,,,,,,
179890900,13,13120,131200037,"179-8909",1,0,"東京都","トウキョウト","練馬区","ネリマク","早宮","ハヤミヤ",,,,,,"練馬工業高等学校","ネリマコウギヨウコウトウガツコウ","早宮２丁目９－１８",
178006300,13,13120,131200038,"178-0063",0,0,"東京都","トウキョウト","練馬区","ネリマク","東大泉","ヒガシオオイズミ",,,,,,,,,
178866600,13,13120,131200038,"178-8666",1,0,"東京都","トウキョウト","練馬区","ネリマク","東大泉","ヒガシオオイズミ",,,,,,"東映　株式会社　東京撮影所","トウエイ　カブシキガイシヤ　トウキヨウサツエイシヨ","東大泉２丁目３４－５",
178862400,13,13120,131200038,"178-8624",1,0,"東京都","トウキョウト","練馬区","ネリマク","東大泉","ヒガシオオイズミ",,,,,,"練馬西　税務署","ネリマニシ　ゼイムシヨ","東大泉７丁目３１－３５",
178860100,13,13120,131200038,"178-8601",1,0,"東京都","トウキョウト","練馬区","ネリマク","東大泉","ヒガシオオイズミ",,,,,,"大泉　総合福祉事務所","オオイズミ　ソウゴウフクシジムシヨ","東大泉１丁目２９－１",
178856700,13,13120,131200038,"178-8567",1,0,"東京都","トウキョウト","練馬区","ネリマク","東大泉","ヒガシオオイズミ",,,,,,"東映アニメーション　株式会社","トウエイアニメ－シヨン　カブシキガイシヤ","東大泉２丁目１０－５",
178851100,13,13120,131200038,"178-8511",1,0,"東京都","トウキョウト","練馬区","ネリマク","東大泉","ヒガシオオイズミ",,,,,,"株式会社　タムラ製作所","カブシキガイシヤ　タムラセイサクシヨ","東大泉１丁目１９－４３",
178850200,13,13120,131200038,"178-8502",1,0,"東京都","トウキョウト","練馬区","ネリマク","東大泉","ヒガシオオイズミ",,,,,,"株式会社　西友オズ　大泉西武店","カブシキガイシヤ　セイユウオズ　オオイズミセイブテン","東大泉２丁目１０－１１",
179007200,13,13120,131200039,"179-0072",0,0,"東京都","トウキョウト","練馬区","ネリマク","光が丘","ヒカリガオカ",,,,,,,,,
179008400,13,13120,131200040,"179-0084",0,0,"東京都","トウキョウト","練馬区","ネリマク","氷川台","ヒカワダイ",,,,,,,,,
177003400,13,13120,131200041,"177-0034",0,0,"東京都","トウキョウト","練馬区","ネリマク","富士見台","フジミダイ",,,,,,,,,
179008300,13,13120,131200042,"179-0083",0,0,"東京都","トウキョウト","練馬区","ネリマク","平和台","ヘイワダイ",,,,,,,,,
178006400,13,13120,131200043,"178-0064",0,0,"東京都","トウキョウト","練馬区","ネリマク","南大泉","ミナミオオイズミ",,,,,,,,,
177003500,13,13120,131200044,"177-0035",0,0,"東京都","トウキョウト","練馬区","ネリマク","南田中","ミナミタナカ",,,,,,,,,
177003100,13,13120,131200045,"177-0031",0,0,"東京都","トウキョウト","練馬区","ネリマク","三原台","ミハラダイ",,,,,,,,,
177850100,13,13120,131200045,"177-8501",1,0,"東京都","トウキョウト","練馬区","ネリマク","三原台","ミハラダイ",,,,,,"大陽ステンレススプリング　（株）","タイヨウステンレススプリング　（カブ）","三原台１丁目１５－１７",
177003200,13,13120,131200046,"177-0032",0,0,"東京都","トウキョウト","練馬区","ネリマク","谷原","ヤハラ",,,,,,,,,
177850300,13,13120,131200046,"177-8503",1,0,"東京都","トウキョウト","練馬区","ネリマク","谷原","ヤハラ",,,,,,"株式会社　アートプリントジャパン","カブシキガイシヤ　ア－トプリントジヤパン","谷原２丁目１－２６",
120000000,13,13121,131210000,"120-0000",0,0,"東京都","トウキョウト","足立区","アダチク",,"　","（該当なし）",,,,,,,,
120001200,13,13121,131210001,"120-0012",0,0,"東京都","トウキョウト","足立区","アダチク","青井","アオイ",,,"１丁目","０１チョウメ",,,,,
120001201,13,13121,131210001,"120-0012",0,0,"東京都","トウキョウト","足立区","アダチク","青井","アオイ",,,"２丁目","０２チョウメ",,,,,
120001202,13,13121,131210001,"120-0012",0,0,"東京都","トウキョウト","足立区","アダチク","青井","アオイ",,,"３丁目","０３チョウメ",,,,,
121001200,13,13121,131210001,"121-0012",0,0,"東京都","トウキョウト","足立区","アダチク","青井","アオイ",,,"４丁目","０４チョウメ",,,,,
121001201,13,13121,131210001,"121-0012",0,0,"東京都","トウキョウト","足立区","アダチク","青井","アオイ",,,"５丁目","０５チョウメ",,,,,
121001202,13,13121,131210001,"121-0012",0,0,"東京都","トウキョウト","足立区","アダチク","青井","アオイ",,,"６丁目","０６チョウメ",,,,,
120001500,13,13121,131210002,"120-0015",0,0,"東京都","トウキョウト","足立区","アダチク","足立","アダチ",,,,,,,,,
120000500,13,13121,131210003,"120-0005",0,0,"東京都","トウキョウト","足立区","アダチク","綾瀬","アヤセ",,,,,,,,,
120857500,13,13121,131210003,"120-8575",1,0,"東京都","トウキョウト","足立区","アダチク","綾瀬","アヤセ",,,,,,"財団法人　足立区勤労福祉サービスセンター","ザイダンホウジン　アダチクキンロウフクシサ－ビスセンタ－","綾瀬１丁目３４－７－１０２",
120857700,13,13121,131210003,"120-8577",1,0,"東京都","トウキョウト","足立区","アダチク","綾瀬","アヤセ",,,,,,"株式会社　佐山製作所","カブシキガイシヤ　サヤマセイサクシヨ","綾瀬３丁目２４－６",
121082300,13,13121,131210004,"121-0823",0,0,"東京都","トウキョウト","足立区","アダチク","伊興","イコウ",,,,,,,,,
121080700,13,13121,131210005,"121-0807",0,0,"東京都","トウキョウト","足立区","アダチク","伊興本町","イコウホンチョウ",,,,,,,,,
121083600,13,13121,131210006,"121-0836",0,0,"東京都","トウキョウト","足立区","アダチク","入谷","イリヤ",,,,,,,,,
121858800,13,13121,131210006,"121-8588",1,0,"東京都","トウキョウト","足立区","アダチク","入谷","イリヤ",,,,,,"東京千住青果　株式会社","トウキヨウセンジユセイカ　カブシキガイシヤ","入谷６丁目３－１",
121858500,13,13121,131210006,"121-8585",1,0,"東京都","トウキョウト","足立区","アダチク","入谷","イリヤ",,,,,,"東京エコール　総合流通センター","トウキヨウエコ－ル　ソウゴウリユウツウセンタ－","入谷６丁目２－６",
121851000,13,13121,131210006,"121-8510",1,0,"東京都","トウキョウト","足立区","アダチク","入谷","イリヤ",,,,,,"東京北足立市場青果卸売　協同組合","トウキヨウキタアダチシジヨウセイカオロシウリ　キヨウドウクミアイ","入谷６丁目３－１",
121083400,13,13121,131210007,"121-0834",0,0,"東京都","トウキョウト","足立区","アダチク","入谷町","イリヤマチ",,,,,,,,,
121081600,13,13121,131210008,"121-0816",0,0,"東京都","トウキョウト","足立区","アダチク","梅島","ウメジマ",,,,,,,,,
121852000,13,13121,131210008,"121-8520",1,0,"東京都","トウキョウト","足立区","アダチク","梅島","ウメジマ",,,,,,"イワヤ　（株）","イワヤ　カブシキガイシヤ","梅島２丁目１４－７",
121852100,13,13121,131210008,"121-8521",1,0,"東京都","トウキョウト","足立区","アダチク","梅島","ウメジマ",,,,,,"株式会社　アローシステム開発","カブシキガイシヤ　アロ－システムカイハツ","梅島３丁目３２－６",
123085100,13,13121,131210009,"123-0851",0,0,"東京都","トウキョウト","足立区","アダチク","梅田","ウメダ",,,,,,,,,
123087300,13,13121,131210010,"123-0873",0,0,"東京都","トウキョウト","足立区","アダチク","扇","オウギ",,,,,,,,,
120000100,13,13121,131210011,"120-0001",0,0,"東京都","トウキョウト","足立区","アダチク","大谷田","オオヤタ",,,,,,,,,
123084400,13,13121,131210012,"123-0844",0,0,"東京都","トウキョウト","足立区","アダチク","興野","オキノ",,,,,,,,,
120004600,13,13121,131210013,"120-0046",0,0,"東京都","トウキョウト","足立区","アダチク","小台","オダイ",,,,,,,,,
120852600,13,13121,131210013,"120-8526",1,0,"東京都","トウキョウト","足立区","アダチク","小台","オダイ",,,,,,"株式会社　タジマ","カブシキガイシヤ　タジマ","小台１－３－１",
120852800,13,13121,131210013,"120-8528",1,0,"東京都","トウキョウト","足立区","アダチク","小台","オダイ",,,,,,"荒川商業高等学校","アラカワシヨウギヨウコウトウガツコウ","小台２丁目１－３１",
123086100,13,13121,131210014,"123-0861",0,0,"東京都","トウキョウト","足立区","アダチク","加賀","カガ",,,,,,,,,
121005500,13,13121,131210015,"121-0055",0,0,"東京都","トウキョウト","足立区","アダチク","加平","カヘイ",,,,,,,,,
121863300,13,13121,131210015,"121-8633",1,0,"東京都","トウキョウト","足立区","アダチク","加平","カヘイ",,,,,,"株式会社　サンエス","カブシキガイシヤ　サンエス","加平３丁目２－１７",
121005600,13,13121,131210016,"121-0056",0,0,"東京都","トウキョウト","足立区","アダチク","北加平町","キタカヘイチョウ",,,,,,,,,
123084200,13,13121,131210017,"123-0842",0,0,"東京都","トウキョウト","足立区","アダチク","栗原","クリハラ",,,,,,,,,
123850100,13,13121,131210017,"123-8501",1,0,"東京都","トウキョウト","足立区","アダチク","栗原","クリハラ",,,,,,"西新井税務署","ニシアライゼイムシヨ","栗原３丁目１０－１６",
120001300,13,13121,131210018,"120-0013",0,0,"東京都","トウキョウト","足立区","アダチク","弘道","コウドウ",,,,,,,,,
123087200,13,13121,131210019,"123-0872",0,0,"東京都","トウキョウト","足立区","アダチク","江北","コウホク",,,,,,,,,
123851700,13,13121,131210019,"123-8517",1,0,"東京都","トウキョウト","足立区","アダチク","江北","コウホク",,,,,,"水道局　足立西営業所","スイドウキヨク　アダチニシエイギヨウシヨ","江北５丁目５－５",
123851400,13,13121,131210019,"123-8514",1,0,"東京都","トウキョウト","足立区","アダチク","江北","コウホク",,,,,,"丸石自転車　株式会社　東京工場","マルイシジテンシヤ　カブシキガイシヤ　トウキヨウコウジヨウ","江北４丁目９－１",
121083300,13,13121,131210020,"121-0833",0,0,"東京都","トウキョウト","足立区","アダチク","古千谷","コヂヤ",,,,,,,,,
121083200,13,13121,131210021,"121-0832",0,0,"東京都","トウキョウト","足立区","アダチク","古千谷本町","コヂヤホンチョウ",,,,,,,,,
121005300,13,13121,131210022,"121-0053",0,0,"東京都","トウキョウト","足立区","アダチク","佐野","サノ",,,,,,,,,
123086200,13,13121,131210023,"123-0862",0,0,"東京都","トウキョウト","足立区","アダチク","皿沼","サラヌマ",,,,,,,,,
123086400,13,13121,131210024,"123-0864",0,0,"東京都","トウキョウト","足立区","アダチク","鹿浜","シカハマ",,,,,,,,,
123850900,13,13121,131210024,"123-8509",1,0,"東京都","トウキョウト","足立区","アダチク","鹿浜","シカハマ",,,,,,"株式会社　アベルコ","カブシキガイシヤ　アベルコ","鹿浜３丁目３－３",
121081500,13,13121,131210025,"121-0815",0,0,"東京都","トウキョウト","足立区","アダチク","島根","シマネ",,,,,,,,,
121850400,13,13121,131210025,"121-8504",1,0,"東京都","トウキョウト","足立区","アダチク","島根","シマネ",,,,,,"杉本興業　株式会社","スギモトコウギヨウ　カブシキガイシヤ","島根１丁目２番３号杉本グループ本社ビル",
121871100,13,13121,131210025,"121-8711",1,0,"東京都","トウキョウト","足立区","アダチク","島根","シマネ",,,,,,"マスセット　（株）","マスセツト　カブシキガイシヤ","島根２丁目２５－１７",
121851500,13,13121,131210025,"121-8515",1,0,"東京都","トウキョウト","足立区","アダチク","島根","シマネ",,,,,,"医療法人社団　成仁病院","イリヨウホウジンシヤダン　セイジンビヨウイン","島根３－２－１",
123086500,13,13121,131210026,"123-0865",0,0,"東京都","トウキョウト","足立区","アダチク","新田","シンデン",,,,,,,,,
123851100,13,13121,131210026,"123-8511",1,0,"東京都","トウキョウト","足立区","アダチク","新田","シンデン",,,,,,"並木精密宝石　株式会社","ナミキセイミツホウセキ　カブシキガイシヤ","新田３丁目８－２２",
121005100,13,13121,131210027,"121-0051",0,0,"東京都","トウキョウト","足立区","アダチク","神明","シンメイ",,,,,,,,,
121005700,13,13121,131210028,"121-0057",0,0,"東京都","トウキョウト","足立区","アダチク","神明南","シンメイミナミ",,,,,,,,,
123085200,13,13121,131210029,"123-0852",0,0,"東京都","トウキョウト","足立区","アダチク","関原","セキバラ",,,,,,,,,
120003400,13,13121,131210030,"120-0034",0,0,"東京都","トウキョウト","足立区","アダチク","千住","センジュ",,,,,,,,,
120850100,13,13121,131210030,"120-8501",1,0,"東京都","トウキョウト","足立区","アダチク","千住","センジュ",,,,,,"（株）　丸井　北千住店","（カブ）　マルイ　キタセンジユテン","千住３丁目９２",
120853000,13,13121,131210030,"120-8530",1,0,"東京都","トウキョウト","足立区","アダチク","千住","センジュ",,,,,,"足立公共職業安定所","アダチコウキヨウシヨクギヨウアンテイシヨ","千住１－４－１東京芸術センター６～８階",
120002300,13,13121,131210031,"120-0023",0,0,"東京都","トウキョウト","足立区","アダチク","千住曙町","センジュアケボノチョウ",,,,,,,,,
120002600,13,13121,131210032,"120-0026",0,0,"東京都","トウキョウト","足立区","アダチク","千住旭町","センジュアサヒチョウ",,,,,,,,,
